metabolite,state,time_point,qs,std_err,err_perc,ub,lb
Malic acid,HP_MO,72,2.504180179969488e-4,7.275348460264686e-5,0.2905281544219127,3.2317150259959565e-4,1.7766453339430194e-4
Malic acid,LP_TR,4,7.400243082110968e-5,1.0061366602564313e-5,0.13595994740883893,8.406379742367399e-5,6.394106421854536e-5
Malic acid,LP_TR,24,7.646191574647168e-5,1.1843607523979096e-5,0.15489551116204694,8.830552327045078e-5,6.461830822249258e-5
Malic acid,LP_TR,48,1.0250246126496211e-4,1.5683763384921386e-5,0.15300865161061733,1.181862246498835e-4,8.681869788004072e-5
Malic acid,LP_TR,72,1.5516809588287438e-4,2.5406820674681038e-5,0.1637374005920578,1.805749165575554e-4,1.2976127520819336e-4
Malic acid,LP_MO,4,7.111174744798007e-5,1.774969464362821e-5,0.24960284735813212,8.886144209160828e-5,5.336205280435186e-5
Malic acid,LP_MO,24,7.688518382730397e-5,1.590168815193949e-5,0.2068238295125514,9.278687197924347e-5,6.098349567536448e-5
Malic acid,LP_MO,48,1.164024323141721e-4,2.006572179483181e-5,0.17238232394211567,1.3646815410900393e-4,9.63367105193403e-5
Malic acid,LP_MO,72,1.8824546982227958e-4,3.641449695092114e-5,0.1934415579046851,2.246599667732007e-4,1.5183097287135844e-4
4-Hydroxy-proline,HP_TR,4,0.00831771643394219,0.003414927832419935,0.4105607421869546,0.011732644266362125,0.0049027886015222556
4-Hydroxy-proline,HP_TR,24,0.011681526624812501,0.005449823752884225,0.4665335215097966,0.017131350377696725,0.0062317028719282765
4-Hydroxy-proline,HP_TR,48,0.02369828135886476,0.012970447010081734,0.5473159345890671,0.036668728368946496,0.010727834348783025
4-Hydroxy-proline,HP_TR,72,0.0541277213701317,0.034995372784286154,0.6465332716480654,0.08912309415441785,0.019132348585845546
4-Hydroxy-proline,HP_MO,4,0.016283395992445382,0.01065927657939817,0.6546101675807369,0.026942672571843553,0.005624119413047211
4-Hydroxy-proline,HP_MO,24,0.015027893518607754,0.011432617322221965,0.7607598036322212,0.026460510840829718,0.0035952761963857893
4-Hydroxy-proline,HP_MO,48,0.02136968132018762,0.019451081446313325,0.9102186015258065,0.04082076276650094,0.0019185998738742958
4-Hydroxy-proline,HP_MO,72,0.03550521652774609,0.038197624767039515,1.0758313426194543,0.0737028412947856,-0.0026924082392934257
4-Hydroxy-proline,LP_TR,4,0.004169259573333279,0.005003742685536358,1.2001513931971184,0.009173002258869637,-8.344831122030789e-4
4-Hydroxy-proline,LP_TR,24,0.003370104147426242,0.004549635826403343,1.3499985838354323,0.007919739973829585,-0.0011795316789771013
4-Hydroxy-proline,LP_TR,48,0.0033650744618978702,0.005146086137072537,1.5292636746499193,0.008511160598970407,-0.0017810116751746665
4-Hydroxy-proline,LP_TR,72,0.0037942422311321986,0.006494085764628107,1.7115633027705448,0.010288327995760306,-0.002699843533495908
4-Hydroxy-proline,LP_MO,4,0.004382882631541002,0.002890805353387385,0.6595671379799168,0.007273687984928387,0.001492077278153617
4-Hydroxy-proline,LP_MO,24,0.0037620697435688066,0.0027365152822283302,0.7273962123924884,0.006498585025797136,0.0010255544613404764
4-Hydroxy-proline,LP_MO,48,0.004317825383756994,0.0035479454945561936,0.8216973080715648,0.007865770878313187,7.698798892008005e-4
4-Hydroxy-proline,LP_MO,72,0.005293542299951535,0.004928756675592267,0.9310885596658768,0.010222298975543803,3.647856243592677e-4
Alanine,HP_TR,4,0.005146984269983992,0.0013569803689498765,0.2636457190793196,0.006503964638933869,0.0037900039010341155
Alanine,HP_TR,24,0.001379437709295758,0.0010266739200030575,0.7442698666888,0.0024061116292988156,3.527637892927005e-4
Alanine,HP_TR,48,-0.0010105586942392014,0.0011781227619047931,-1.1658132957747123,1.675640676655917e-4,-0.0021886814561439946
Alanine,HP_TR,72,-0.003076112003834551,0.0015079219975544322,-0.4902038663334497,-0.0015681900062801187,-0.004584034001388983
Alanine,HP_MO,4,0.008360169934539688,0.0016922229035665319,0.20241489309627364,0.01005239283810622,0.006667947030973156
Alanine,HP_MO,24,0.0020362726694450454,0.0010184959114567097,0.5001765857488453,0.003054768580901755,0.0010177767579883357
Alanine,HP_MO,48,-0.001153555446952832,0.0011158614643079325,-0.9673236490326755,-3.769398264489958e-5,-0.0022694169112607646
Alanine,HP_MO,72,-0.0038399847345169363,0.001428988000285018,-0.37213377111635376,-0.002410996734231918,-0.005268972734801954
Alanine,LP_TR,4,0.009065779739301182,0.0016265672296655487,0.1794183486075881,0.010692346968966732,0.007439212509635634
Alanine,LP_TR,24,0.004557118802154663,0.001205989707924148,0.26463863688476613,0.005763108510078811,0.0033511290942305145
Alanine,LP_TR,48,0.0020299905062082834,0.001243125367716969,0.6123798923764131,0.0032731158739252525,7.868651384913144e-4
Alanine,LP_TR,72,2.2436440601118787e-4,0.001541597150928026,6.870952386499107,0.0017659615569392139,-0.001317232744916838
Alanine,LP_MO,4,0.008746248277667908,0.002845876114261568,0.3253824981767371,0.011592124391929476,0.00590037216340634
Alanine,LP_MO,24,0.004320840105855383,0.001860087329752864,0.4304920534393689,0.006180927435608247,0.002460752776102519
Alanine,LP_MO,48,0.0018220391032721895,0.0021551695925277376,1.182833885758698,0.0039772086957999275,-3.33130489255548e-4
Alanine,LP_MO,72,-3.581266236727889e-4,0.002817277181061174,-7.86670689871761,0.002459150557388385,-0.003175403804733963
Pro,HP_TR,4,0.0036645211156137274,0.0019277451621760053,0.5260565027070802,0.0055922662777897324,0.001736775953437722
Pro,HP_TR,24,0.002532694463752818,0.0015151843021933762,0.5982499365313307,0.004047878765946194,0.001017510161559442
Pro,HP_TR,48,0.0021938321821754424,0.0017005653973501897,0.7751574669963494,0.0038943975795256323,4.932667848252528e-4
Pro,HP_TR,72,0.0021390645458905623,0.002140145783448297,1.0005054721512785,0.0042792103293388594,-1.0812375577347669e-6
Pro,HP_MO,4,0.006198347709914299,0.0020472637760768674,0.3302918571028623,0.008245611485991167,0.004151083933837432
Pro,HP_MO,24,0.002987560070015195,0.0013382060611239997,0.44792607671891715,0.004325766131139195,0.001649354008891195
Pro,HP_MO,48,0.0018254132061120924,0.0014385231100165542,0.7880534145364452,0.0032639363161286465,3.868900960955382e-4
Pro,HP_MO,72,0.0011440493531661485,0.0018114974446286206,1.583408477628447,0.0029555467977947694,-6.674480914624721e-4
Pro,LP_TR,4,-0.002381298811000519,0.0015030807626105036,-0.6312020800022883,-8.782180483900154e-4,-0.0038843795736110227
Pro,LP_TR,24,-8.070311394429805e-4,0.0011985092219660063,-1.4850842345355189,3.9147808252302575e-4,-0.002005540361408987
Pro,LP_TR,48,1.8656222163420953e-4,0.001330881031647057,7.133711316198307,0.0015174432532812667,-0.0011443188100128474
Pro,LP_TR,72,9.948811730366898e-4,0.0016551810380733322,1.6636972162426191,0.0026500622111100217,-6.602998650366424e-4
Pro,LP_MO,4,-0.002416106151763158,0.001901538862093758,-0.7870262077293693,-5.145672896693999e-4,-0.004317645013856916
Pro,LP_MO,24,-9.076631253426016e-4,0.0015153841373248614,-1.669544674686297,6.077210119822598e-4,-0.002423047262667463
Pro,LP_MO,48,7.987500690107595e-5,0.0018555073528035346,23.23013699518742,0.0019353823597046105,-0.0017756323459024587
Pro,LP_MO,72,9.914802689322245e-4,0.002411373011324675,2.4320937964016225,0.0034028532802568997,-0.0014198927423924508
Gly,HP_TR,4,4.3815511080894424e-4,7.169657727952143e-4,1.6363286770101018,0.0011551208836041585,-2.7881066198627005e-4
Gly,HP_TR,24,-2.3145915724430885e-4,5.632284452443822e-4,-2.4333815604879505,3.317692880000733e-4,-7.946876024886911e-4
Gly,HP_TR,48,-7.415447535465896e-4,6.389982565564741e-4,-0.8617123288922672,-1.0254649699011553e-4,-0.0013805430101030637
Gly,HP_TR,72,-0.0012359587262035568,8.056214247546548e-4,-0.6518190354375738,-4.30337301448902e-4,-0.0020415801509582115
Gly,HP_MO,4,-0.0020234878390366115,8.542561570632956e-4,-0.4221701463103477,-0.0011692316819733159,-0.002877743996099907
Gly,HP_MO,24,-7.594975645786212e-4,5.638665974174462e-4,-0.7424205471024604,-1.9563096716117495e-4,-0.0013233641619960674
Gly,HP_MO,48,-2.0445705463450982e-4,6.131069069364315e-4,-2.99870751846851,4.086498523019217e-4,-8.175639615709414e-4
Gly,HP_MO,72,2.0933540149964717e-4,7.745628604130316e-4,3.700104496727168,9.838982619126788e-4,-5.652274589133845e-4
Gly,LP_TR,4,-0.0015456034457137634,7.037771723637883e-4,-0.45534135829956196,-8.418262733499751e-4,-0.002249380618077552
Gly,LP_TR,24,-7.320039935206105e-4,5.593546689343562e-4,-0.7641415537149073,-1.7264932458625423e-4,-0.0012913586624549666
Gly,LP_TR,48,-2.6316532764844824e-4,6.172875582855436e-4,-2.345626469115083,3.541222306370953e-4,-8.804528859339919e-4
Gly,LP_TR,72,8.315481112172225e-5,7.672246328724285e-4,9.22646113343175,8.503794439941508e-4,-6.840698217507061e-4
Gly,LP_MO,4,-0.0022087428033366607,8.20566348875808e-4,-0.37150832937008815,-0.0013881764544608527,-0.0030293091522124688
Gly,LP_MO,24,-8.640778111783935e-4,5.557331337582311e-4,-0.643151723801755,-3.083446774201624e-4,-0.0014198109449366247
Gly,LP_MO,48,3.0318551691761037e-6,6.572910442537882e-4,216.7950009407622,6.603228994229642e-4,-6.542591890846121e-4
Gly,LP_MO,72,7.992749341157146e-4,8.533433262360181e-4,1.067646800634531,0.0016526182603517326,-5.4068392120303565e-5
Lac,HP_TR,4,0.3639790903827401,0.058739559322178496,0.16138168613040724,0.4227186497049186,0.3052395310605616
Lac,HP_TR,24,0.09170339358630847,0.039243440830981954,0.42793880680159574,0.13094683441729044,0.052459952755326514
Lac,HP_TR,48,-0.08244800178372974,0.043661437698828194,-0.5295633217813694,-0.03878656408490155,-0.12610943948255793
Lac,HP_TR,72,-0.23385597280738948,0.05605258260874008,-0.23968847977599703,-0.1778033901986494,-0.2899085554161296
Lac,HP_MO,4,0.2047549812881681,0.06726962502381591,0.3285371843000096,0.272024606311984,0.1374853562643522
Lac,HP_MO,24,0.012142356612797786,0.04327714561407825,3.5641471416236494,0.055419502226876034,-0.031134789001280465
Lac,HP_MO,48,-0.09669065617090196,0.04762920548859829,-0.49259367321298414,-0.04906145068230367,-0.14431986165950025
Lac,HP_MO,72,-0.19594048686615664,0.060479607537749405,-0.3086631482091903,-0.13546087932840722,-0.25642009440390606
Lac,LP_TR,4,0.15813850939417598,0.02426111434837487,0.15341686500852,0.18239962374255086,0.1338773950458011
Lac,LP_TR,24,0.04317681777675658,0.015418873304794804,0.3571099978816702,0.05859569108155138,0.02775794447196178
Lac,LP_TR,48,-0.03161548135299224,0.01657274670097958,-0.5241971968081724,-0.015042734652012661,-0.04818822805397182
Lac,LP_TR,72,-0.09421728681958928,0.021342905764984505,-0.22652855421163512,-0.07287438105460478,-0.11556019258457378
Lac,LP_MO,4,0.1027199457260768,0.03981453535866517,0.3876027686466907,0.14253448108474198,0.06290541036741162
Lac,LP_MO,24,0.017391608730205805,0.02695439267626228,1.549850453422851,0.044346001406468084,-0.009562783946056475
Lac,LP_MO,48,-0.046629079567869415,0.03323008239571184,-0.7126471871988143,-0.013398997172157576,-0.07985916196358125
Lac,LP_MO,72,-0.10831763331074565,0.04367171627140863,-0.4031819652680334,-0.06464591703933702,-0.15198934958215427
Nh3,HP_TR,4,0.006945032554492263,0.004889627892293941,0.7040467922833821,0.011834660446786204,0.0020554046621983225
Nh3,HP_TR,24,0.001251621725590572,0.005885613219880388,4.702389787220486,0.0071372349454709594,-0.004633991494289816
Nh3,HP_TR,48,6.62602329757378e-4,0.009844900664765776,14.857932462100816,0.010507502994523153,-0.009182298335008398
Nh3,HP_TR,72,NA,NA,NA,NA,NA
Nh3,HP_MO,4,0.02492866225077354,0.0041543991782270135,0.16665150887100255,0.029083061429000554,0.02077426307254653
Nh3,HP_MO,24,-0.002316233822041922,0.003454739850169097,-1.4915332887780313,0.0011385060281271751,-0.005770973672211019
Nh3,HP_MO,48,-0.004566133171326204,0.00556930635241526,-1.2196986253902207,0.0010031731810890556,-0.010135439523741463
Nh3,HP_MO,72,0.005827329017929127,0.009081066387099119,1.55835827343181,0.014908395405028245,-0.003253737369169992
Nh3,LP_TR,4,0.014636072883781156,0.004114752653377095,0.2811377536891624,0.01875082553715825,0.010521320230404061
Nh3,LP_TR,24,0.0012107408877134811,0.004810356506108922,3.973068519386851,0.006021097393822403,-0.003599615618395441
Nh3,LP_TR,48,-0.004263037611960382,0.007954478819090813,-1.8659180479134694,0.003691441207130432,-0.012217516431051196
Nh3,LP_TR,72,-0.005157772219605334,0.012797844685481443,-2.4812737245036227,0.00764007246587611,-0.017955616905086777
Nh3,LP_MO,4,0.013959356428308657,0.004104461200873244,0.2940294004206144,0.0180638176291819,0.009854895227435413
Nh3,LP_MO,24,-9.804135328945129e-4,0.0032972489291787535,-3.363120579786529,0.0023168353962842404,-0.004277662462073267
Nh3,LP_MO,48,-0.004761192970449303,0.005940680483781084,-1.2477294074515268,0.0011794875133317806,-0.010701873454230387
Nh3,LP_MO,72,-6.588872191793132e-4,0.009902407441765558,-15.02898698520765,0.009243520222586244,-0.010561294660944872
